short_name longitude latitude num bio3 prec7 tmax10 pop1 pop2
D8-0169 30.98911 -0.49887 759 84 17 266 -0.047539288 0.013130255
D8-0171 30.98911 -0.49887 760 84 17 266 -0.02978668 -0.015583571
D8-0172 30.98911 -0.49887 761 84 17 266 -0.04423667 0.00982227
D8-0174 30.98776 -0.46784 762 84 17 263 -0.05160405 0.014394414
D8-0175 30.98776 -0.46784 763 84 17 263 -0.049002432 0.015658461
D8-0176 30.98776 -0.46784 764 84 17 263 -0.048653738 0.005076954
D8-0177 30.91901 -0.51708 765 84 17 264 -0.052947972 0.012443246
D8-0178 30.91901 -0.51708 766 84 17 264 -0.053128382 0.011192535
D8-0180 30.91901 -0.51708 767 84 17 264 -0.048184192 0.018636203
D8-0181 30.92874 -0.47496 768 85 18 265 -0.043534074 0.018502559
D8-0182 30.92874 -0.47496 769 85 18 265 -0.06045373 0.011941556
D8-0183 30.92874 -0.47496 770 85 18 265 -0.050676428 0.008649865
D8-0184 30.92874 -0.47496 771 85 18 265 -0.055190647 0.003616684
D8-0185 30.92767 -0.47369 772 85 18 265 -0.047349599 0.0133964
D8-0186 30.92767 -0.47369 773 85 18 265 -0.046162449 0.018028251
D8-0187 30.92767 -0.47369 774 85 18 265 -0.047823387 0.011821254
D8-0188 30.92767 -0.47369 775 85 18 265 -0.048819205 0.015753246
D9-0282 31.05875 -0.88909 776 85 8 261 -0.055381194 -0.054786418
D9-0284 31.05875 -0.88909 777 85 8 261 -0.04877154 0.006611561
D9-0285 31.05875 -0.88909 778 85 8 261 -0.047802643 0.013933414
D9-0286 31.0615 -0.91268 779 84 8 264 -0.056907755 0.009442439
D9-0287 31.0615 -0.91268 780 84 8 264 -0.050293074 0.017175862
D9-0288 31.0615 -0.91268 781 84 8 264 -0.055603123 -0.038719653
D9-0289 31.0615 -0.91268 782 84 8 264 -0.054213829 0.020111334
D9-0290 31.07953 -0.94345 783 85 8 265 -0.052275604 0.016893005
D9-0291 31.07953 -0.94345 784 85 8 265 -0.0549592 -0.024038842
D9-0292 31.07953 -0.94345 785 85 8 265 -0.05683025 -0.06813649
D9-0293 31.07953 -0.94345 786 85 8 265 -0.059566616 -0.032853293
D9-0294 31.10024 -0.97831 787 85 7 262 -0.042206746 0.015646461
D9-0295 31.10024 -0.97831 788 85 7 262 -0.05669212 0.013543467
D9-0296 31.10024 -0.97831 789 85 7 262 -0.063308578 -0.063505212
D9-0297 31.10024 -0.97831 790 85 7 262 -0.054731744 0.017389122
D9-0299 31.12443 -0.97985 791 86 8 265 -0.049262914 0.01522701
D9-0300 31.12443 -0.97985 792 86 8 265 -0.052275531 0.011781678
D9-0301 31.12443 -0.97985 793 86 8 265 -0.048248149 0.012469733
D9-0302 31.03817 -0.92139 794 85 8 259 -0.045806175 0.013792813
D9-0303 31.03817 -0.92139 795 85 8 259 -0.053922935 0.011345851
D9-0304 31.03817 -0.92139 796 85 8 259 -0.043343886 0.016911134
D9-0305 31.03817 -0.92139 797 85 8 259 -0.052580533 0.015619514
E2-0326 31.97253 3.39225 798 74 140 314 0.030988165 0.008610746
E2-0327 31.97253 3.39225 799 74 140 314 0.035120754 0.000961412
E2-0329 31.97253 3.39225 800 74 140 314 0.02886278 0.004850198
E2-0330 31.95121 3.38618 801 75 141 313 0.032662544 0.015085616
E2-0331 31.95121 3.38618 802 75 141 313 0.028040353 0.00382025
E2-0332 31.95121 3.38618 803 75 141 313 0.037237843 0.007163897
E2-0333 31.95121 3.38618 804 75 141 313 0.03443788 0.000161723
