short_name longitude latitude num bio3 prec7 tmax10 pop1 pop2
F2-0318 32.15096 3.47374 376 75 150 315 0.025645283 0.006542473
F2-0319 32.15096 3.47374 377 75 150 315 0.026892458 0.000836881
F2-0320 32.15096 3.47374 378 75 150 315 0.026128096 0.005264566
F2-0321 32.15096 3.47374 379 75 150 315 0.024067508 -0.001425153
F2-0323 32.01816 3.48194 380 74 138 321 0.027774222 0.000254052
F2-0324 32.01816 3.48194 381 74 138 321 0.03034907 0.005047853
F2-0325 32.01816 3.48194 382 74 138 321 0.029899296 0.009487877
F3-0507 32.3544 2.84837 383 77 165 291 0.029721905 0.008574067
F3-0509 32.3544 2.84837 384 77 165 291 -0.016835551 0.011588262
F3-0510 32.33858 2.81746 385 76 162 291 0.025143829 -0.001837638
F3-0511 32.33858 2.81746 386 76 162 291 0.023583992 0.008588091
F3-0512 32.33858 2.81746 387 76 162 291 -0.022278811 0.016027676
F3-0513 32.33858 2.81746 388 76 162 291 -0.04557052 0.013027429
F3-0514 32.35563 2.8421 389 77 165 291 0.024644245 0.008920591
F3-0515 32.35563 2.8421 390 77 165 291 0.032509958 0.008664125
F3-0517 32.35563 2.8421 391 77 165 291 -0.004544019 0.004674092
F3-0518 32.40484 2.69135 392 77 158 289 0.036430197 0.010128982
F3-0520 32.40484 2.69135 393 77 158 289 0.031313335 0.006819377
F3-0521 32.40484 2.69135 394 77 158 289 0.029501386 0.010698819
F3-0523 32.41719 2.69807 395 76 158 290 -0.029085907 0.011009758
F4-0586 32.47449 2.03819 396 79 94 292 0.038090516 0.00470027
F4-0587 32.47449 2.03819 397 79 94 292 0.027275796 0.007887148
F4-0588 32.47449 2.03819 398 79 94 292 0.035784124 0.004532121
F4-0589 32.47449 2.03819 399 79 94 292 0.039500004 0.001946807
F4-0591 32.45554 2.0073 400 79 93 292 0.031564213 0.007284473
F4-0592 32.45554 2.0073 401 79 93 292 0.017735796 0.008977862
F4-0593 32.45554 2.0073 402 79 93 292 0.034549896 0.010944609
F4-0594 32.45554 2.0073 403 79 93 292 0.033745107 0.010901291
F4-0596 32.45656 2.02553 404 79 94 291 0.032163368 0.001192544
F4-0597 32.45656 2.02553 405 79 94 291 0.034430097 0.003791133
F4-0598 32.45656 2.02553 406 79 94 291 0.029328707 0.007001262
F4-0600 32.45656 2.02553 407 79 94 291 0.03724588 0.005656153
F4-0601 32.4485 2.04715 408 79 94 291 0.005650977 0.010309519
F4-0602 32.4485 2.04715 409 79 94 291 0.030963852 0.004391337
F5-0541 32.09286 1.67515 410 81 81 287 -0.046152641 0.015983035
F5-0542 32.09286 1.67515 411 81 81 287 -0.0340276 0.010968573
F5-0543 32.09286 1.67515 412 81 81 287 -0.032677824 0.018508719
F5-0544 32.09286 1.67515 413 81 81 287 -0.032694124 0.018624948
F5-0545 32.09286 1.67515 414 81 81 287 -0.038415749 0.017048363
F5-0646 32.09286 1.67515 415 81 81 287 -0.014765399 -0.012255655
F5-0648 32.09286 1.67515 416 81 81 287 -0.037359025 0.00916586
F5-0649 32.09286 1.67515 417 81 81 287 -0.028660185 0.012266781
F5-0650 32.09286 1.67515 418 81 81 287 -0.04890595 0.01791901
F5-0651 32.10437 1.43451 419 81 78 287 -0.041944122 0.014987872
F5-0652 32.10437 1.43451 420 81 78 287 -0.029058748 0.002361225
F5-0653 32.10437 1.43451 421 81 78 287 -0.02430723 0.0177082
F5-0654 32.10437 1.43451 422 81 78 287 -0.006529887 0.021023315
F5-0655 32.10437 1.43451 423 81 78 287 -0.035466833 -0.004129472
F5-0656 32.09648 1.39733 424 81 77 287 -0.028593492 -0.004608494
F5-0657 32.09648 1.39733 425 81 77 287 -0.030539202 0.004353634
F5-0658 32.09648 1.39733 426 81 77 287 -0.036718962 0.019182051
F5-0660 32.09648 1.39733 427 81 77 287 -0.020414646 0.019177736
F5-0661 32.11321 1.40892 428 81 77 288 -0.030368194 0.013905594
F5-0662 32.11321 1.40892 429 81 77 288 -0.040437732 0.012857515
F5-0663 32.11321 1.40892 430 81 77 288 -0.023550955 0.006465715
F5-0665 32.11321 1.40892 431 81 77 288 -0.029829758 0.005975071
F6-0526 32.4606 1.14217 432 82 62 285 -0.031547418 0.022917797
F6-0528 32.4606 1.14217 433 82 62 285 -0.050349093 0.017528951
F6-0529 32.4606 1.14217 434 82 62 285 -0.024510585 0.010920769
F6-0530 32.4606 1.14217 435 82 62 285 -0.025552765 -0.009251757
F6-0532 32.46521 1.11216 436 82 60 286 -0.026897358 0.017243269
F6-0533 32.46521 1.11216 437 82 60 286 -0.029504641 0.014950617
F6-0534 32.46521 1.11216 438 82 60 286 -0.035621901 0.010044822
F6-0535 32.46521 1.11216 439 82 60 286 -0.041946238 0.002479452
F6-0536 32.46764 1.13184 440 82 61 286 -0.009160214 0.010790881
F6-0537 32.46764 1.13184 441 82 61 286 -0.032184883 0.018786249
F6-0538 32.46764 1.13184 442 82 61 286 -0.027481679 0.004934917
F6-0539 32.46764 1.13184 443 82 61 286 -0.049780037 0.021997965
F6-0540 32.46764 1.13184 444 82 61 286 -0.04032689 0.025855561
F7-0786 32.59753 0.4195 445 82 63 273 -0.008451239 -0.023730168
F7-0787 32.59753 0.4195 446 82 63 273 -0.008027143 -0.019068471
F7-0788 32.59753 0.4195 447 82 63 273 -0.011581704 -0.020341396
F7-0789 32.59753 0.4195 448 82 63 273 -0.011853349 -0.026549536
F7-0790 32.59753 0.4195 449 82 63 273 -0.009574883 -0.022998433
F7-0792 32.6286 0.52169 450 84 63 276 -0.000712971 0.004907786
F7-0793 32.6286 0.52169 451 84 63 276 -0.008206281 -0.026330822
F7-0794 32.6286 0.52169 452 84 63 276 -0.015624343 -0.002121321
F7-0795 32.6286 0.52169 453 84 63 276 -0.011053217 -0.024326838
F7-0796 32.50849 0.39231 454 82 61 274 -0.013732861 -0.036750527
F7-0797 32.50849 0.39231 455 82 61 274 0.003156308 -0.005852531
F7-0798 32.50849 0.39231 456 82 61 274 -0.01064732 -0.035986266
F7-0800 32.50849 0.39231 457 82 61 274 -0.007900702 -0.0144262
F7-0801 32.58998 0.49337 458 83 62 276 0.011398238 -0.003753057
F7-0802 32.58998 0.49337 459 83 62 276 -0.003795161 0.000837302
F7-0803 32.58998 0.49337 460 83 62 276 -0.007501098 -0.028833617
F7-0804 32.58998 0.49337 461 83 62 276 0.033167943 0.016723178
F7-0805 32.58998 0.49337 462 83 62 276 -0.015500794 -0.042005457
G2-0434 33.05016 3.47267 463 76 152 302 0.031998411 0.005272287
G2-0435 33.05016 3.47267 464 76 152 302 0.034575676 0.005470528
G2-0436 33.05016 3.47267 465 76 152 302 0.030476199 0.00886752
G2-0438 33.06682 3.51463 466 76 149 303 0.036390767 0.009705942
G2-0440 33.06682 3.51463 467 76 149 303 0.02289993 0.002518747
G2-0441 33.06682 3.51463 468 76 149 303 0.01325785 -0.003022476
G2-0442 33.06202 3.49713 469 77 150 303 0.011044365 0.009700316
G2-0444 33.06202 3.49713 470 77 150 303 0.013884767 0.008358067
G2-0448 32.94359 3.35815 471 76 157 309 0.018767049 0.003560257
G2-0449 32.94359 3.35815 472 76 157 309 0.026919899 0.003877354
G3-0487 33.08043 2.94634 473 77 170 301 0.034654571 0.006679628
G3-0488 33.08043 2.94634 474 77 170 301 0.037366956 0.010769894
G3-0489 33.08043 2.94634 475 77 170 301 0.031082706 0.002060249
G3-0491 33.07119 3.0387 476 77 173 299 0.031592611 0.00901144
G3-0492 33.07119 3.0387 477 77 173 299 0.025941532 0.006255879
G3-0493 33.07119 3.0387 478 77 173 299 0.030686047 0.007668027
G3-0494 33.07119 3.0387 479 77 173 299 0.027045955 0.010903424
G3-0496 33.07119 3.0387 480 77 173 299 0.033284823 0.004793379
G3-0497 33.07119 3.0387 481 77 173 299 0.031359843 0.004850643
G3-0498 33.00944 3.01221 482 76 172 301 0.034682931 0.003072614
G3-0499 33.00944 3.01221 483 76 172 301 0.035888613 0.006240646
G3-0500 33.00944 3.01221 484 76 172 301 0.034887957 0.009994568
G3-0504 33.06567 2.98782 485 76 172 301 0.028979801 0.006696505
G3-0505 33.06567 2.98782 486 76 172 301 0.033517943 0.013817074
G4-0566 32.71893 2.00925 487 78 100 296 0.03023612 0.005272948
G4-0567 32.71893 2.00925 488 78 100 296 0.036983377 0.010664347
G4-0568 32.71893 2.00925 489 78 100 296 0.008907478 -0.019566918
G4-0569 32.71893 2.00925 490 78 100 296 0.017912943 -0.002062128
G4-0570 32.71893 2.00925 491 78 100 296 0.035638978 0.012410588
G4-0572 32.71893 2.00925 492 78 100 296 0.032381747 0.011514765
G4-0573 32.71893 2.00925 493 78 100 296 0.029578124 0.006219865
G4-0574 32.71893 2.00925 494 78 100 296 0.038264547 0.00788684
G4-0575 32.71893 2.00925 495 78 100 296 0.036682368 0.001069726
G4-0576 32.78894 2.0024 496 79 102 297 0.036749066 0.011272243
G4-0577 32.78894 2.0024 497 79 102 297 0.029088483 0.006934506
G4-0578 32.78894 2.0024 498 79 102 297 0.033269982 0.007079837
G4-0579 32.78894 2.0024 499 79 102 297 -0.002811805 0.008916416
G4-0580 32.78894 2.0024 500 79 102 297 0.034971556 0.009761354
G4-0582 32.81759 2.01242 501 78 104 297 0.037355209 0.003529578
G4-0583 32.81759 2.01242 502 78 104 297 0.012418364 0.012492037
G4-0584 32.81759 2.01242 503 78 104 297 0.021614856 0.00702592
G4-0585 32.81759 2.01242 504 78 104 297 0.030954158 0.006449559
G5-0606 33.02948 1.68033 505 79 98 301 0.006363892 0.00878821
G5-0607 33.02948 1.68033 506 79 98 301 -0.045855509 0.007253456
G5-0609 33.02948 1.68033 507 79 98 301 0.038367336 -0.003610313
G5-0610 33.02948 1.68033 508 79 98 301 -0.03838961 0.012418254
G5-0611 33.07471 1.68619 509 78 98 302 -0.006453251 0.002594842
G5-0612 33.07471 1.68619 510 78 98 302 -0.013633305 0.013058407
G5-0613 33.07471 1.68619 511 78 98 302 -0.030442123 0.015655409
G5-0614 33.07471 1.68619 512 78 98 302 0.007519948 0.006335155
G5-0615 33.07471 1.68619 513 78 98 302 0.009646291 0.013139935
G5-0616 33.08713 1.69651 514 79 98 303 -0.002596074 0.014392008
G5-0617 33.08713 1.69651 515 79 98 303 -0.055025889 0.014042819
G5-0618 33.08713 1.69651 516 79 98 303 -0.031871779 0.012995464
G5-0619 33.08713 1.69651 517 79 98 303 -0.04130999 0.016536153
G5-0620 33.08713 1.69651 518 79 98 303 -0.041993889 0.013488247
G5-0621 32.86412 1.71331 519 79 95 298 -0.022283641 0.006279832
G5-0622 32.86412 1.71331 520 79 95 298 -0.026777988 0.017085585
G5-0623 32.86412 1.71331 521 79 95 298 -0.02050005 0.011295057
G5-0625 32.86412 1.71331 522 79 95 298 -0.014194983 0.012828596
G6-0546 32.77333 1.19425 523 81 72 290 0.043522719 -0.015655352
G6-0547 32.77333 1.19425 524 81 72 290 0.056665197 -0.015200442
G6-0548 32.77333 1.19425 525 81 72 290 0.043242412 -0.007477627
G6-0549 32.77333 1.19425 526 81 72 290 0.012015828 0.002373477
G6-0551 32.77155 1.10034 527 82 71 290 0.041930515 -0.002761187
G6-0552 32.77155 1.10034 528 82 71 290 0.013791543 -0.054987588
G6-0553 32.77155 1.10034 529 82 71 290 0.035819833 -0.027713545
G6-0554 32.77155 1.10034 530 82 71 290 0.047986893 -0.012664945
G6-0555 32.77155 1.10034 531 82 71 290 0.02003677 -0.029200649
G6-0556 32.73141 1.10025 532 82 71 287 0.010104168 -0.043770683
G6-0558 32.73141 1.10025 533 82 71 287 0.043268547 -0.02714743
G6-0559 32.73141 1.10025 534 82 71 287 0.036355983 -0.011521427
G6-0560 32.73141 1.10025 535 82 71 287 0.030199928 -0.020632282
G6-0561 32.76132 1.18822 536 82 71 291 -0.029518096 -0.018101251
G6-0563 32.76132 1.18822 537 82 71 291 0.025695405 -0.040564246
G6-0564 32.76132 1.18822 538 82 71 291 0.001652119 -0.019670866
G6-0565 32.76132 1.18822 539 82 71 291 0.040437837 0.003008187
G7-0029 32.99828 0.37269 540 83 72 274 0.009982605 0.004030349
G7-0030 32.99828 0.37269 541 83 72 274 0.017274502 0.010417734
G7-0031 32.99828 0.37269 542 83 72 274 0.01266185 0.01123888
G7-0032 32.99828 0.37269 543 83 72 274 0.021438159 0.01451023
G7-0033 32.97924 0.19149 544 83 72 270 -0.00804031 0.009729518
G7-0034 32.97924 0.19149 545 83 72 270 -0.001327396 0.012325617
G7-0035 32.97924 0.19149 546 83 72 270 -0.04616533 0.012336034
G7-0036 32.97924 0.19149 547 83 72 270 -0.045194017 0.009718345
G7-0038 32.97924 0.19149 548 83 72 270 -0.005350165 0.013219488
G7-0039 32.97924 0.19149 549 83 72 270 -0.009567942 0.004504989
G7-0040 32.97924 0.19149 550 83 72 270 -0.010885915 -0.001898362
G7-0041 33.12765 0.63145 551 84 73 284 0.007828728 0.01216113
G7-0042 33.12765 0.63145 552 84 73 284 0.025013078 0.010435233
G7-0043 33.12765 0.63145 553 84 73 284 0.029896027 0.008815239
G7-0044 33.12765 0.63145 554 84 73 284 0.019716098 0.001345716
G7-0046 33.16823 0.64643 555 84 75 284 0.016845369 0.003813766
G7-0047 33.16823 0.64643 556 84 75 284 0.001428664 -0.024049808
G7-0048 33.16823 0.64643 557 84 75 284 0.004158721 0.015617666
G7-0051 33.12106 0.61905 558 84 74 282 0.005831746 0.00633426
H2-0418 33.46838 3.40943 559 77 138 297 -0.031377368 0.012614732
H2-0421 33.46838 3.40943 560 77 138 297 0.004470897 -0.005285024
H2-0425 33.48622 3.55361 561 76 126 296 0.032245763 -0.002437739
H2-0427 33.48641 3.35978 562 77 140 299 0.03709239 0.00832509
H2-0431 33.47214 3.39326 563 77 139 298 -0.033271202 -0.017124568
H2-0432 33.47214 3.39326 564 77 139 298 -0.025298285 0.017712128
H2-0433 33.47214 3.39326 565 77 139 298 0.03590772 0.005250472
H3-0450 33.656794 2.70009 566 79 154 298 0.033804063 0.006483349
H3-0451 33.656794 2.70009 567 79 154 298 0.035958572 0.010613492
H3-0454 33.75225 2.82619 568 79 149 298 0.031218207 0.009867838
H3-0460 33.73854 2.81939 569 80 150 298 0.041048253 0.00297853
H3-0463 33.76822 2.82788 570 79 148 295 0.039973827 0.011182721
H3-0464 33.76822 2.82788 571 79 148 295 0.035391752 0.001750723
H3-0465 33.76822 2.82788 572 79 148 295 0.042019362 0.003129726
H4-0859 33.78317 2.36653 573 80 134 304 0.036654273 0.007835054
H4-0860 33.78317 2.36653 574 80 134 304 0.036852032 0.008240208
H4-0862 33.78317 2.36653 575 80 134 304 0.039070837 0.011734251
H4-0864 33.47195 2.14746 576 79 142 302 0.0398375 0.011325552
H4-0871 33.67712 2.28745 577 79 137 304 0.038011785 0.004508651
H4-0872 33.67712 2.28745 578 79 137 304 0.038650198 0.011070924
H4-0876 33.52712 2.47919 579 79 152 303 0.036014792 0.011121747
H5-0626 33.30552 1.73401 580 78 108 306 0.002398115 0.011282658
H5-0627 33.30552 1.73401 581 78 108 306 -0.018225553 0.011517192
H5-0628 33.30552 1.73401 582 78 108 306 0.013323283 0.00446422
H5-0629 33.30552 1.73401 583 78 108 306 -0.044307995 0.005766029
H5-0630 33.30552 1.73401 584 78 108 306 0.002348166 0.014269417
H5-0631 33.27573 1.71953 585 78 105 306 0.000372401 0.014743835
H5-0632 33.27573 1.71953 586 78 105 306 -0.001373013 0.02072835
H5-0633 33.27573 1.71953 587 78 105 306 0.030922039 0.011804828
H5-0635 33.27573 1.71953 588 78 105 306 -0.014356078 0.00892256
H5-0636 33.29782 1.726 589 78 107 306 -0.022163678 0.012113401
H5-0637 33.29782 1.726 590 78 107 306 0.036016466 0.008337282
H5-0638 33.29782 1.726 591 78 107 306 0.01008054 0.006258971
H5-0639 33.29782 1.726 592 78 107 306 0.006909296 0.006947352
H5-0640 33.29782 1.726 593 78 107 306 -0.022372497 0.002111362
H5-0643 33.31931 1.75568 594 78 111 304 -0.018959997 0.01216601
H5-0644 33.31931 1.75568 595 78 111 304 0.009106676 0.013485475
H5-0645 33.31931 1.75568 596 78 111 304 -0.025265269 0.01766147
H6-0026 33.81429 0.88453 597 81 90 293 0.03457827 0.015507834
H6-0027 33.81429 0.88453 598 81 90 293 0.03409343 0.007490319
H6-0028 33.81429 0.88453 599 81 90 293 0.030546708 0.006318812
H6-0806 33.68494 0.83443 600 82 92 288 0.030954095 0.00672675
H6-0807 33.68494 0.83443 601 82 92 288 0.028584125 0.008069016
H6-0808 33.68494 0.83443 602 82 92 288 0.024161057 0.009914714
H6-0809 33.68494 0.83443 603 82 92 288 0.031959997 0.011181841
H6-0810 33.68494 0.83443 604 82 92 288 0.028238823 0.009893997
H6-0816 33.73819 0.78147 605 82 87 291 0.030712346 0.007649911
H6-0818 33.73819 0.78147 606 82 87 291 0.036155049 0.009979793
H6-0819 33.73819 0.78147 607 82 87 291 0.026819513 0.008582378
H6-0821 33.73819 0.78147 608 82 87 291 0.030158668 0.006330306
H7-0053 33.47697 0.71483 609 83 81 288 0.018841014 0.004478392
H7-0054 33.47697 0.71483 610 83 81 288 0.01320063 0.010977667
H7-0055 33.47697 0.71483 611 83 81 288 0.028320949 0.016015573
H7-0056 33.42077 0.65176 612 84 77 288 0.02620225 0.003855129
H7-0059 33.42077 0.65176 613 84 77 288 0.019232381 0.011311243
H7-0060 33.5566 0.44152 614 84 67 280 0.030804902 0.011605483
H7-0061 33.5566 0.44152 615 84 67 280 0.025192194 0.008596221
H7-0065 33.54272 0.39113 616 84 60 282 0.030661024 0.00356334
H7-0066 33.54272 0.39113 617 84 60 282 0.032830231 0.013323558
H7-0067 33.54272 0.39113 618 84 60 282 0.028592217 0.012631145
H7-0069 33.68813 0.47944 619 85 70 285 0.017692113 0.012788793
H7-0074 33.68091 0.52474 620 83 75 285 0.032173019 0.012904084
H7-0075 33.68091 0.52474 621 83 75 285 0.030386598 0.01013529
I3-0466 34.12168 2.91843 622 80 116 296 0.037471254 0.011367847
I3-0467 34.12168 2.91843 623 80 116 296 0.040960402 0.007332187
I3-0468 34.12168 2.91843 624 80 116 296 0.038663577 0.008491676
I3-0470 34.10782 2.99759 625 80 116 293 0.03765479 0.016721644
I3-0471 34.10782 2.99759 626 80 116 293 0.039797482 0.004710407
I3-0472 34.10782 2.99759 627 80 116 293 0.040571527 0.003897803
I3-0473 34.10782 2.99759 628 80 116 293 0.036479046 0.005345393
I3-0474 33.94573 2.99759 629 79 130 294 0.037770033 0.00565949
I3-0476 33.94573 2.99759 630 79 130 294 0.03896145 0.001644198
I3-0477 33.94573 2.99759 631 79 130 294 0.047911471 0.003822938
I3-0478 33.94573 2.99759 632 79 130 294 0.040370417 0.00607651
I3-0479 33.94573 2.99759 633 79 130 294 0.044098379 0.004292794
I3-0480 33.94573 2.99759 634 79 130 294 0.037770553 0.009122771
I3-0481 33.94573 2.99759 635 79 130 294 0.033906877 0.00720237
I3-0482 33.99299 2.99355 636 80 126 294 0.034543941 0.009043827
I3-0483 33.99299 2.99355 637 80 126 294 0.034246229 0.008190777
I3-0485 33.99299 2.99355 638 80 126 294 0.033335895 0.008584442
I4-0878 33.96431 2.12029 639 80 121 301 0.037003573 0.009446769
I4-0879 33.96431 2.12029 640 80 121 301 0.03906774 0.009761469
I4-0880 33.96431 2.12029 641 80 121 301 0.036879359 0.009769286
I4-0881 33.96431 2.12029 642 80 121 301 0.041472725 0.009774216
I4-0884 33.97197 2.14746 643 80 120 304 0.037096844 0.014085912
I4-0885 33.97197 2.14746 644 80 120 304 0.040565586 0.01041268
I4-0886 33.97197 2.14746 645 80 120 304 0.039220612 0.011870727
I4-0889 34.28161 2.49981 646 81 109 303 0.040157366 0.007967235
I4-0890 34.28161 2.49981 647 81 109 303 0.040206274 0.009498514
I4-0891 34.28161 2.49981 648 81 109 303 0.04028302 0.003435632
I4-0892 34.28161 2.49981 649 81 109 303 0.034982694 0.009663009
I4-0893 34.19487 2.51121 650 80 113 302 0.037426819 0.016380965
I4-0894 34.19487 2.51121 651 80 113 302 0.034511435 0.001998732
I4-0895 34.19487 2.51121 652 80 113 302 0.034149385 0.010121353
I4-0897 34.19487 2.51121 653 80 113 302 0.041732576 0.016077407
I5-0838 33.96589 1.98951 654 80 121 301 0.034710109 0.004543605
I5-0839 33.96589 1.98951 655 80 121 301 0.041183037 0.005993447
I5-0840 33.96589 1.98951 656 80 121 301 0.040954686 0.006091562
I5-0841 33.96589 1.98951 657 80 121 301 0.035784223 0.005132966
I5-0842 33.96589 1.98951 658 80 121 301 0.036202975 0.01115214
I5-0843 33.95532 1.91297 659 80 123 301 0.03601154 0.008902826
I5-0844 33.95532 1.91297 660 80 123 301 0.04084984 0.008222825
I5-0845 33.95532 1.91297 661 80 123 301 0.038451378 0.001959345
I5-0846 33.95532 1.91297 662 80 123 301 0.026730073 0.005709189
I5-0847 33.95532 1.91297 663 80 123 301 0.034554606 0.002493349
I5-0849 34.04003 1.91401 664 80 125 301 0.031069942 0.003026123
I5-0850 34.04003 1.91401 665 80 125 301 0.037804557 0.010844977
I5-0851 34.04003 1.91401 666 80 125 301 0.034564271 0.009128658
I5-0852 34.04003 1.91401 667 80 125 301 0.036594413 0.006930955
I5-0853 34.00168 1.53411 668 81 129 297 0.038568218 0.011062928
I5-0854 34.00168 1.53411 669 81 129 297 0.03228481 0.01228236
I5-0855 34.00168 1.53411 670 81 129 297 0.037571808 0.011219309
I6-0021 33.96317 0.94494 671 80 90 293 0.03707266 0.014819147
I6-0022 33.96317 0.94494 672 80 90 293 0.033341772 0.013836199
I6-0024 33.96317 0.94494 673 80 90 293 0.029679906 0.012737377
I6-0822 33.99393 1.03371 674 81 99 291 0.02791707 0.007630937
I6-0824 33.99393 1.03371 675 81 99 291 0.023839783 0.010697403
I6-0825 33.99393 1.03371 676 81 99 291 0.024044053 0.010205958
I6-0826 33.99393 1.03371 677 81 99 291 0.029432317 0.00455996
I6-0828 33.95186 1.01682 678 80 101 289 0.030473733 0.01230499
I6-0830 33.95186 1.01682 679 80 101 289 0.035568876 0.010809828
I6-0831 33.95186 1.01682 680 80 101 289 0.029486386 0.011458901
I6-0833 33.91879 1.01081 681 80 100 290 0.034784293 0.010890518
I6-0834 33.91879 1.01081 682 80 100 290 0.034681481 0.01103899
I6-0835 33.91879 1.01081 683 80 100 290 0.034535845 0.010774318
I6-0836 33.91879 1.01081 684 80 100 290 0.030942426 0.004155558
I6-0837 33.91879 1.01081 685 80 100 290 0.032502374 0.017759431
I7-0011 34.12545 0.59888 686 84 84 291 0.034176627 0.009020136
I7-0012 34.12545 0.59888 687 84 84 291 0.036208109 0.013549686
I7-0014 34.20359 0.7337 688 84 92 288 0.039431897 0.009738634
I7-0015 34.20359 0.7337 689 84 92 288 0.033124933 0.015840875
I7-0017 34.10406 0.72644 690 83 89 288 0.028894184 0.012302047
I7-0019 34.10406 0.72644 691 83 89 288 0.025885963 0.016687797
J3-0938 34.76317 2.68912 692 82 89 304 0.039564568 0.01544336
J3-0939 34.76317 2.68912 693 82 89 304 0.032466919 0.010753201
J3-0940 34.76317 2.68912 694 82 89 304 0.035953462 0.006261212
J3-0941 34.76317 2.68912 695 82 89 304 0.033914472 0.004365473
J3-0944 34.69012 2.64367 696 80 115 290 0.041986625 0.0132279
J3-0945 34.69012 2.64367 697 80 115 290 0.042604877 0.000463146
J3-0946 34.69012 2.64367 698 80 115 290 0.033936252 0.005454778
J3-0947 34.69012 2.64367 699 80 115 290 0.031876677 0.008230175
J4-0898 34.59511 2.43656 700 82 113 291 0.040748532 0.008654218
J4-0899 34.59511 2.43656 701 82 113 291 0.038541839 0.007580977
J4-0900 34.59511 2.43656 702 82 113 291 0.045697992 0.005130016
J4-0902 34.59511 2.43656 703 82 113 291 0.035614965 0.012828337
J4-0903 34.61115 2.35065 704 83 115 290 0.03790052 0.005644657
J4-0904 34.61115 2.35065 705 83 115 290 0.031346013 0.011857023
J4-0905 34.61115 2.35065 706 83 115 290 0.040027838 0.008614016
J4-0906 34.61115 2.35065 707 83 115 290 0.037482681 0.013535248
J4-0907 34.61115 2.35065 708 83 115 290 0.042132641 0.008538537
J4-0908 34.72531 2.06323 709 83 124 281 0.041193886 0.007664764
J4-0909 34.72531 2.06323 710 83 124 281 0.039200707 0.001376884
J4-0910 34.72531 2.06323 711 83 124 281 0.041570466 0.011040427
J4-0911 34.72531 2.06323 712 83 124 281 0.040132619 0.00154809
J4-0913 34.68632 2.04746 713 83 121 288 0.037361738 0.013079873
J4-0914 34.68632 2.04746 714 83 121 288 0.037449384 0.019450625
J4-0915 34.68632 2.04746 715 83 121 288 0.040618418 0.011861678
J4-0917 34.68632 2.04746 716 83 121 288 0.041786359 0.005044871
J5-0922 34.59608 1.93608 717 83 127 296 0.045716378 0.006797222
J5-0925 34.62992 1.86651 718 83 133 294 0.041498514 0.009033271
J5-0926 34.62992 1.86651 719 83 133 294 0.038551002 0.000993581
J5-0927 34.62992 1.86651 720 83 133 294 0.043521218 0.002881251
J5-0928 34.60335 1.93438 721 83 126 296 0.038512253 0.004374994
J5-0929 34.60335 1.93438 722 83 126 296 0.033301944 0.010243659
J5-0931 34.60335 1.93438 723 83 126 296 0.039658271 0.016344172
J5-0933 34.61116 1.75673 724 83 144 292 0.036033501 0.008232195
J5-0935 34.61116 1.75673 725 83 144 292 0.034737492 0.009304602
J5-0936 34.61116 1.75673 726 83 144 292 0.036746008 0.00453533
J5-0937 34.61116 1.75673 727 83 144 292 0.035410131 0.007922639
H2-0430 33.47214 3.39326 728 77 139 298 0.04584997 0.008887939
H3-0461 33.73854 2.81939 729 80 150 298 0.039534014 0.00197501
H4-0861 33.78317 2.36653 730 80 134 304 0.038398612 0.008767809
H5-0642 33.31931 1.75568 731 78 111 304 -0.012421765 0.008489916
I4-0896 34.19487 2.51121 732 80 113 302 0.034825405 0.007176096
I5-0856 34.00168 1.53411 733 81 129 297 0.036338121 0.005563721
I6-0829 33.95186 1.01682 734 80 101 289 0.026615215 0.011991141
I7-0013 34.20359 0.7337 735 84 92 288 0.036803534 0.00218061
D6-0708 31.23101 1.00349 736 81 74 275 0.011352043 -0.173212688
D7-0758 30.98114 0.41556 737 82 50 260 -0.041027394 0.012211389
D6-0709 31.23101 1.00349 738 81 74 275 -0.005732666 -0.16571425
D6-0710 31.23101 1.00349 739 81 74 275 -0.009919463 -0.243491468
D6-0711 31.19887 1.13075 740 80 76 276 0.000645418 -0.181665999
D6-0712 31.19887 1.13075 741 80 76 276 -0.009975089 -0.252770332
D6-0713 31.19887 1.13075 742 80 76 276 -0.005364371 -0.218971558
D6-0715 31.19887 1.13075 743 80 76 276 0.005814667 -0.151120221
D7-0746 31.35435 0.55483 744 80 55 252 -0.046864129 0.008549199
D7-0747 31.35435 0.55483 745 80 55 252 -0.034150597 -0.005441103
D7-0748 31.35435 0.55483 746 80 55 252 -0.058929934 -0.04323367
D7-0749 31.35435 0.55483 747 80 55 252 -0.049473692 -0.003783801
D7-0751 31.36136 0.55843 748 80 55 248 -0.016472075 0.012742414
D7-0752 31.36136 0.55843 749 80 55 248 -0.03420146 0.012129569
D7-0753 31.36136 0.55843 750 80 55 248 -0.032055382 0.00669756
D7-0754 31.36136 0.55843 751 80 55 248 -0.032782715 0.014077469
D7-0755 31.36136 0.55843 752 80 55 248 -0.038456112 0.020167222
D7-0756 30.98114 0.41556 753 82 50 260 -0.040324318 0.024683891
D7-0757 30.98114 0.41556 754 82 50 260 -0.055000027 -0.019107671
D7-0760 30.98114 0.41556 755 82 50 260 -0.044658283 0.013048155
D7-0761 31.03319 0.5978 756 83 61 268 -0.026986379 0.015699735
D7-0762 31.03319 0.5978 757 83 61 268 -0.030532377 0.014800879
D7-0763 31.03319 0.5978 758 83 61 268 -0.01814571 -0.007016534
