Marker Env_1 Loglikelihood Gscore WaldScore NumError Efron McFadden McFaddenAdj CoxSnell Nagelkerke AIC BIC Beta_0 Beta_1  
M0 P1 -98.7592289958661101873 13.25683604632715736904 10.15509569646447979741 0 0.01419806745431287299964 0.06289558796171523986657 0.0439180317056308525841 0.01336855321799573277251 0.05678732874338231031679 201.5184579917322203746 225.0890245564205763562 -2.241129606300535946411 -0.5755679977566222660671 
M0 P2 -102.6742039606654757419 5.42688611672842625977 4.907464447430739953697 0 0.003670486903558258689247 0.02574725914389426302889 0.006769702887809875746419 0.005494379432519088985072 0.02315439246312967969317 209.3484079213309514839 232.9189744860193074655 -4.021885948746413519655 -0.4510791680446175328889 
M0 P3 -105.3760043045932450201 0.02328542887288770346643 0.02332161382983496584737 0 2.511866646454216298046e-06 0.0001104751340955695162842 -0.01886708112198881776619 2.363974988928526548351e-05 9.907752028250986465269e-05 214.7520086091864900402 238.3225751738748460218 -3.742886572745916229626 -0.003730057729963164083445 
M0 P4 -102.5403701935661752026 5.694553650927027338424 5.418976720063315672543 0 0.003976275497571396771827 0.02701717806593959892488 0.00803962180985521164241 0.005764593342996761132432 0.024299729276061045342 209.0807403871323504052 232.6513069518207063868 -9.405675044058283245686 0.1257189114939702603412 
M0 P5 -105.3875444877352943324 0.0002050625887890789034174 0.0002049717345182882510601 0 2.465213710685755857388e-07 9.728967036907554093161e-07 -0.01897658335938069652706 2.081853476584676065908e-07 8.725136598638710537214e-07 214.7750889754705886647 238.3456555401589446463 -3.773662689863078288513 -8.905161435674283521251e-06 
M0 P6 -105.355851634090673552 0.06359076987803063962801 0.06400260685026241022194 0 6.163523937495186911725e-05 0.0003016993531820107632066 -0.01867585690290237657347 6.455707333903289765059e-05 0.0002705788556779821626108 214.711703268181347104 238.2822698328697030856 -4.148836951764089265703 0.04956735089363577885478 
M0 P7 -100.3621481518919903025 10.05099773427539713855 8.25606308842135477432 0 0.007690447449985572073595 0.04768584373299701622195 0.02870828747691262893948 0.01015217383578567776712 0.04298457096480958813939 204.7242963037839806051 228.2948628684723365867 -0.2289957608310988804948 -0.08092520812267536629885 
M0 P8 -103.0169061622110996262 4.741481713637178491139 4.682298875785993972146 0 0.0037827699515127265824 0.02249543398943623949198 0.003517877733351852209513 0.004802119795337178099256 0.02022299768009256485421 210.0338123244221992525 233.6043788891105552341 -5.243879695135547078406 0.01796926888830661829809 
M0 P9 -104.1125228066851317044 2.550248424689114334907 2.520150998650028662884 0 0.002899182239201994676966 0.01209937073663206380308 -0.00687818551945232347939 0.002585735906059559983429 0.0108650211430573793409 212.2250456133702634087 235.7956121780586193903 -2.466766835788406614675 -0.4175715293769109286452 
M1 P1 -134.1205320671599868221 0.3224657567710274286288 0.3191604040531758768734 0 0.0001549383530939133467308 0.001200705683686072644187 -0.01369334937145152042599 0.000327322821005965639788 0.001044617620236998492109 272.2410641343199736442 295.8116306990083296258 -3.247530108918483854937 -0.06620477946320830614773 
M1 P2 -131.8452762570381094354 4.872977377014782202069 4.856038145928302154648 0 0.005221908720966666507535 0.01814459833392453636013 0.003250543278786943344159 0.004934967989016852637531 0.01582237812128614349197 267.6905525140762188707 291.2611190787645748523 -3.45497885118631733385 0.3360816660087765838586 
M1 P3 -129.2581367276518785614 10.04725643578724395 9.785975305250944672117 0 0.0147550577837100646973 0.03741109762692517906992 0.02251704257178758605395 0.01014841411679213365989 0.03270897850511807259226 262.5162734553037571228 286.0868400199921131044 -2.969914030520302081727 -0.06647624064626059259953 
M1 P4 -133.2401368075901474941 2.083256275910706084575 2.074035465523656510253 0 0.002045472129159437162278 0.007757033416843742070369 -0.007137021638293850945602 0.002112745994412566362571 0.006754678695086718238901 270.4802736151802949882 294.0508401798686509698 -0.7349805423690336962715 -0.06312293650602647050236 
M1 P5 -134.258804494905942456 0.04592090127911616082024 0.0456590961320342150885 0 3.6206675297522326884e-05 0.0001709871079581735909755 -0.0147230679471794194792 4.6619117639441342172e-05 0.0001487384255912291225139 272.517608989811884912 296.0881755545002408936 -3.392016791959596409573 -0.0001151952046414754933124 
M1 P6 -134.0038749741531324405 0.5557799427847361917188 0.5626334991877524699605 0 0.0005300757408245140617394 0.00206945426659427056176 -0.01282460078854332245421 0.0005640844412531056300056 0.001800644806714084835459 272.0077499483062648811 295.5783165129946208627 -4.39809807105317335631 0.124953066418658017242 
M1 P7 -132.8490163644298054091 2.865497162231390254616 2.885969345941751069409 0 0.003016004350853165340545 0.01066971812365371640851 -0.004224336931483876661671 0.002904906744411621442956 0.009294681226985136559785 269.6980327288596108182 293.2685992935479667998 -4.9985119525414223496 0.03168019738417039738254 
M1 P8 -131.6027328467686587365 5.358064197553683599695 4.976462416193063181911 0 0.00630929723560217379022 0.01995082578683154804359 0.005056770731693955027615 0.005424890928381236173891 0.01740172529530702964169 267.2054656935373174731 290.7760322582256734547 -2.222388404743672892395 -0.01757294897497845115219 
M1 P9 -134.2352389391771882998 0.09305201273662447314372 0.09278137104886838963533 0 7.349557503700095357005e-05 0.0003464804501726623611225 -0.01454757460496493065485 9.44645864035292999461e-05 0.0003014039493710139516053 272.4704778783543765996 296.0410444430427325813 -3.687659686944269012187 0.06882315685964342241525 
M2 P1 -304.0316411574750253277 3.300019171614331114917 3.30375547183537889343 0 0.00385822170361514022157 0.005397803832173354539933 -0.001144950681016714531292 0.003344667367363813800796 0.003901381867115549981676 612.0632823149500506554 635.633848879638406637 2.694834380860582517944 -0.1231843570273374286017 
M2 P2 -304.3753990798217569924 2.612503326920867785521 2.627118312414271868345 0 0.002488737404118168217246 0.004273241983233894581568 -0.002269512529956174543867 0.002648773434260044852811 0.003087501724851661339931 612.7507981596435139848 636.3213647243318699664 2.249154419067075095498 -0.1462633604880203498286 
M2 P3 -305.3709850689905591359 0.6213313485832634985861 0.6182229984281569729141 0 0.0008610158749867899679459 0.001016304621282404854754 -0.005526449891907664270681 0.0006305943390577605466019 0.0007335581400856524412704 614.7419701379811182718 638.3125367026694742534 2.372535585056971559016 -0.009843399929182764160804 
M2 P4 -301.6512339479471420944 8.060833590670097581476 7.964205455718228507389 0 0.00885442524657836625571 0.01318501383885772279851 0.006642259325667653673073 0.008150193007718836821131 0.009552839989852945463461 607.3024678958942841889 630.8730344605826401705 -0.904893374606750255137 0.07359889707061117072981 
