Marker Env_1 Loglikelihood Gscore WaldScore NumError Efron McFadden McFaddenAdj CoxSnell Nagelkerke AIC BIC Beta_0 Beta_1  
M40 P1 -248.2315229633910725476 33.94859904195616537304 30.94538146676591238576 0 0.0263291198262309812596 0.06400424908460870300226 0.05646293652493487803725 0.03387840966997394427781 0.04915282055293389617669 500.4630459267821450953 524.0336124914705010491 -4.185057940237680949337 0.4470132610002033575556 
M40 P2 -248.2349509459705696468 33.9417430767971711747 31.86913076093758840843 0 0.03401203304178794831984 0.06399132334056815073989 0.05645001078089432572068 0.03387168508214206822174 0.04914272206644471772933 500.4699018919411392936 524.0404684566294952752 -2.560649213388810068988 0.5864846527640725598021 
M40 P3 -263.2054063038939940578 4.000832360950322352799 3.923045435623528566721 0 0.006366471733251777287421 0.007542881833196036990737 1.569273522212025727407e-06 0.004053520957114620758277 0.005704973592666402558309 530.4108126077879881155 553.9813791724763440971 -2.793033036406062147002 0.02770748557138631763423 
M40 P4 -245.3307146187190323494 39.75021573130024576948 35.64429307126506393452 0 0.0457679357499719539383 0.07494220028604965032305 0.06740088772637582530383 0.03955210781717257941719 0.05772355121952998599578 494.6614292374380646988 518.2319958021264206804 5.397963206606888771338 -0.1864429750013719472361 
M40 P5 -261.3386637786427337815 7.734317411452842905284 7.310066246450941978858 0 0.006819796387960280422986 0.01458172625887331773408 0.007040413699199492769069 0.007821351695663168984273 0.01104966609453980063463 526.677327557285467563 550.2478941219738235446 -1.937262770142401743117 -0.00101277782524647230963 
M40 P6 -262.2897584748580570024 5.832128019022196463439 5.886009491523391194689 0 0.005077751403935934536651 0.01099547506986942865337 0.003454162510195603688363 0.005903447917789805289828 0.008324044341083129243713 528.5795169497161140049 552.1500835144044699865 -4.467105508621341944039 0.2605091933404047524069 
M40 P7 -250.0607421809241756872 30.290160606889959094 28.58932096648298250285 0 0.03257328619231174277179 0.05710689215481914434791 0.0495655795951453193829 0.03028341645275234008056 0.04377410371636179269562 504.1214843618483513743 527.6920509265367073559 -5.878026877516694065004 0.06784025450502834243642 
M40 P8 -252.6243120581903522509 25.16302085235760596649 22.11397334642607015801 0 0.03685576703893833194065 0.04744055129830469265395 0.03989923873863086768894 0.02522267049642635806895 0.03626960806622767850455 509.2486241163807045018 532.8191906810690604557 -0.7364248901647148673553 -0.02550731946975736068358 
M40 P9 -261.9326726581871285227 6.546299652364053422993 6.335242627209040171092 0 0.00704574538461426330303 0.01234192294694035757757 0.004800610387266532612556 0.006623953750070214405166 0.009346754255394250932303 527.8653453163742570453 551.4359118810626130269 -3.787262345943285752128 0.3813155937617413100997 
M41 P1 -179.756524440028701034 0.03530774446623916040799 0.03536729405078766783763 0 2.805583808786199636817e-05 9.820026657251845541782e-05 -0.01102686796500669053414 3.584478341444875511626e-05 8.136696742246120999157e-05 363.513048880057402068 387.0836154447457580496 -3.122576520528862690845 0.0180319308276187589674 
M41 P2 -178.7312853604405756686 2.085785903642489891308 2.02447668813607104389 0 0.002329727311938050555128 0.005801127623622199342909 -0.005323940607957009592439 0.002115308715254759109204 0.004811716158735052191761 361.4625707208811513371 385.0331372855695073187 -3.133148600774826089558 -0.1903904775841622369815 
M41 P3 -177.4648696611964410058 4.618617302130759216805 4.489335414071456261276 0 0.004212187508337667148084 0.01284560815543924568085 0.001720539923860036691291 0.004677975604294821879506 0.01066844052295511847604 358.9297393223928820116 382.5003058870812379932 -3.492244150030285041722 0.0385032540602715235422 
M41 P4 -179.5597544454611218384 0.428847733601397551606 0.4269475215544247663523 0 0.0004228673627043458890101 0.001192740074318412882379 -0.009932328157260796107179 0.0004352836463209235518153 0.0009884803384274356125362 363.1195088909222436768 386.6900754556105996584 -4.114225740062032535445 0.02394858368483928767807 
M41 P5 -179.1477105401371620885 1.25293554424931705138 1.278713164918569964454 0 0.001748592292305118408701 0.003484748354886120838819 -0.00764031987669308815074 0.001271207111806582439571 0.002889184958768976567991 362.2954210802743241771 385.8659876449626801587 -3.368678411188553211818 0.0004869159873569842280981 
